plz,einwohner,qkm,lat,lon
0,6528858,37299.120341,51.11457,13.29127
1,6807972,47752.223480,53.10559,12.81954
2,8529531,44081.878009,53.77350,10.09378
3,8770922,47106.594686,51.63152,9.62853
4,10092006,20226.520887,52.00261,7.44374
5,9046095,28821.421634,50.71980,7.13756
6,7379516,17473.941858,49.80041,8.81876
7,8516446,27860.929096,48.59808,8.88667
8,7660171,37084.182084,48.16133,11.06386
9,6990655,49573.775567,49.96329,10.96655
